"Date","Price","Open","High","Low","Vol.","Change %"
"10/07/2021","46.3770","46.4587","46.4937","46.4426","0.56K","0.13%"
"10/06/2021","46.3163","46.4342","46.5479","46.3500","0.56K","0.11%"
"10/05/2021","46.2673","46.4044","46.4686","46.3374","0.52K","0.45%"
"10/04/2021","46.0600","46.3809","46.4356","46.2600","0.31K","-0.22%"
"10/01/2021","46.1606","46.3509","46.3871","46.3347","0.61K","0.13%"
"09/30/2021","46.1007","46.3377","46.3555","46.1500","0.54K","0.06%"
"09/29/2021","46.0744","46.3218","46.3424","46.1000","0.56K","0.07%"
"09/28/2021","46.0426","46.3086","46.3265","46.1003","0.54K","0.06%"
"09/27/2021","46.0160","46.3086","46.3178","46.0161","0.50K","0.00%"
"09/24/2021","46.0160","46.2922","46.3132","46.1120","1.13K","0.07%"
"09/23/2021","45.9833","46.2791","46.3015","46.0300","1.08K","0.06%"
"09/22/2021","45.9571","46.2635","46.4103","46.0000","0.91K","0.07%"
"09/21/2021","45.9259","46.2500","46.3740","45.9250","1.23K","-0.70%"
"09/20/2021","46.2500","46.2351","46.3705","46.0824","0.77K","0.03%"
"09/17/2021","46.2351","46.2213","46.2397","46.0525","1.15K","0.03%"
"09/16/2021","46.2213","46.2046","46.2262","45.8250","0.99K","0.04%"
"09/15/2021","46.2046","46.1913","46.2138","45.7675","1.13K","0.03%"
"09/14/2021","46.1913","46.1753","46.1959","45.9646","1.09K","0.03%"
"09/13/2021","46.1753","46.1618","46.1800","45.8290","0.63K","0.03%"
"09/10/2021","46.1618","46.1460","46.1665","46.1161","1.10K","0.03%"
"09/09/2021","46.1460","46.1324","46.1460","46.1324","0.82K","0.03%"
"09/08/2021","46.1324","46.1161","46.1324","45.8757","0.82K","0.04%"
"09/07/2021","46.1161","46.1011","46.1161","45.6704","0.85K","0.03%"
"09/06/2021","46.1011","45.7246","46.1011","45.7246","0.35K","1.17%"
"09/03/2021","45.5692","45.7114","45.7971","45.7114","1.08K","0.06%"
"09/02/2021","45.5428","45.6950","45.7705","45.6659","0.78K","0.07%"
"09/01/2021","45.5100","45.6814","45.7618","45.6495","1.04K","0.06%"
"08/31/2021","45.4827","45.6516","45.7101","45.6358","1.12K","0.13%"
"08/30/2021","45.4232","45.6271","45.6562","45.5802","0.75K","0.11%"
"08/27/2021","45.3742","45.5985","45.6363","45.4909","1.04K","0.13%"
"08/26/2021","45.3171","45.5737","45.6031","45.2600","1.05K","0.11%"
"08/25/2021","45.2673","45.5436","45.5783","45.2250","1.07K","0.13%"
"08/24/2021","45.2072","45.5167","45.5482","45.3881","1.11K","-0.68%"
"08/23/2021","45.5167","45.4872","45.5259","45.2000","0.62K","0.06%"
"08/20/2021","45.4872","45.4628","45.4918","45.1500","0.94K","0.05%"
"08/19/2021","45.4628","45.4345","45.4674","45.1195","1.11K","0.06%"
"08/18/2021","45.4345","45.1450","45.4391","44.9500","1.00K","1.10%"
"08/17/2021","44.9400","45.1158","45.1544","44.9000","1.15K","0.13%"
"08/16/2021","44.8817","45.0881","45.1204","44.8500","0.64K","0.12%"
"08/13/2021","44.8261","45.0628","45.0926","44.9799","0.57K","0.11%"
"08/12/2021","44.7755","45.0391","45.0718","44.9733","0.59K","0.11%"
"08/11/2021","44.7281","45.0093","45.0391","44.6359","0.24K","-0.62%"
"08/10/2021","45.0093","44.9868","45.0139","44.8474","0.88K","0.05%"
"08/09/2021","44.9868","44.9349","45.0333","44.7503","0.64K","0.12%"
"08/06/2021","44.9349","44.9349","44.9874","44.9349","0.22K","0.00%"
"08/05/2021","44.9349","44.9056","44.9394","44.3152","0.45K","0.07%"
"08/04/2021","44.9056","44.4422","44.9056","44.4422","0.55K","1.12%"
"08/03/2021","44.4074","44.4196","44.4422","44.4196","0.87K","0.10%"
"08/02/2021","44.3622","44.3908","44.4196","44.3908","0.42K","0.13%"
"07/30/2021","44.3046","44.3746","44.4037","44.3022","0.52K","0.07%"
"07/29/2021","44.2723","44.3613","44.4041","44.3171","0.82K","0.06%"
"07/28/2021","44.2457","44.3447","44.3657","44.2534","0.33K","0.08%"
"07/27/2021","44.2125","44.3317","44.4336","44.2500","0.70K","0.06%"
"07/26/2021","44.1865","44.3160","44.3317","44.2100","0.61K","0.07%"
"07/23/2021","44.1551","44.3026","44.3316","44.2000","0.78K","0.06%"
"07/22/2021","44.1282","44.2864","44.3070","43.9724","0.89K","0.07%"
"07/21/2021","44.0960","44.2732","44.2864","44.1000","0.76K","0.06%"
"07/20/2021","44.0695","44.2732","44.2732","44.1000","0.91K","0.00%"
"07/19/2021","44.0695","44.2567","44.2732","44.0500","1.11K","0.07%"
"07/16/2021","44.0365","44.0148","44.2567","43.9879","1.13K","0.07%"
"07/15/2021","44.0044","44.0018","44.1973","43.9626","0.65K","0.06%"
"07/14/2021","43.9784","43.9879","44.0692","43.9126","0.95K","0.06%"
"07/13/2021","43.9507","43.9749","44.0554","43.9126","1.09K","0.06%"
"07/12/2021","43.9248","43.9591","44.0163","43.9310","0.59K","0.07%"
